"world","policy","ticks","correct_choice_rate","correct_ci_low","correct_ci_high","b_share","truth_mass","post_regret","n_runs"
"B-good","E-Total Evidence",15,0.612,0.587279482856558,0.636720517143442,0.612,0.599640299266423,0,200
"B-good","E-Total Evidence",20,0.6245,0.600535344325277,0.648464655674723,0.6245,0.630062113546594,0,200
"B-good","E-Total Evidence",25,0.6565,0.631047763482975,0.681952236517025,0.6565,0.659983800325605,0,200
"B-good","E-Total Evidence",26,0.794,0.762114997586726,0.825885002413274,0.794,0.795662642911119,0.0103,200
"B-good","E-Total Evidence",30,0.7925,0.760971247070229,0.824028752929771,0.7925,0.806948229417967,0.051175,200
"B-good","E-Total Evidence",35,0.8235,0.793928874908181,0.853071125091819,0.8235,0.815342392814536,0.0992500000000001,200
"B-good","E-Total Evidence",40,0.8375,0.809351643031964,0.865648356968036,0.8375,0.829226824486842,0.14375,200
"B-good","E-Total Evidence",45,0.8365,0.807020410910864,0.865979589089136,0.8365,0.834879641438503,0.185675,200
"B-good","E-Total Evidence",50,0.8405,0.812294777952412,0.868705222047588,0.8405,0.847972621079268,0.2263,200
"B-good","E-Total Evidence",55,0.855,0.828031538986304,0.881968461013696,0.855,0.858150840496597,0.2633,200
"B-good","E-Total Evidence",60,0.863,0.83637154867251,0.88962845132749,0.863,0.863699868850136,0.298825,200
"B-good","E-Total Evidence",65,0.8665,0.840607865380084,0.892392134619917,0.8665,0.870609996862951,0.33225,200
"B-good","E-Total Evidence",70,0.868,0.841573490392217,0.894426509607783,0.868,0.874533072461803,0.364875,200
"B-good","E-Total Evidence",75,0.8825,0.857628544544349,0.907371455455651,0.8825,0.882102387834613,0.395325,200
"B-good","E-Total Evidence",80,0.884,0.859559068190049,0.908440931809951,0.884,0.889652437760258,0.423825,200
"B-good","E-Total Evidence",85,0.9005,0.87958965301447,0.92141034698553,0.9005,0.897609930959892,0.4505,200
"B-good","E-Total Evidence",90,0.9025,0.880866368309955,0.924133631690045,0.9025,0.904974299750483,0.47545,200
"B-good","E-Total Evidence",95,0.913,0.892471068387132,0.933528931612868,0.913,0.908934364770605,0.498875,200
"B-good","E-Total Evidence",100,0.919,0.89923376026742,0.93876623973258,0.919,0.915367761963853,0.521625,200
"B-good","E-Total Evidence",105,0.915,0.894877565708666,0.935122434291334,0.915,0.91982742119128,0.5425,200
"B-good","E-Total Evidence",110,0.9195,0.90071998929686,0.93828001070314,0.9195,0.922506653456886,0.562325,200
"B-good","E-Total Evidence",115,0.9245,0.906041397723827,0.942958602276173,0.9245,0.924321972569417,0.581075,200
"B-good","E-Total Evidence",120,0.9275,0.909710297428345,0.945289702571655,0.9275,0.928745926876839,0.598925,200
"B-good","E-Total Evidence",125,0.9365,0.92010867547762,0.95289132452238,0.9365,0.933353237536997,0.617025,200
"B-good","E-Total Evidence",130,0.934,0.917417671451195,0.950582328548805,0.934,0.937930274362408,0.632999999999999,200
"B-good","E-Total Evidence",135,0.941,0.925025442590729,0.956974557409272,0.941,0.940102389192098,0.647849999999999,200
"B-good","E-Total Evidence",140,0.9395,0.923066331960693,0.955933668039307,0.9395,0.940798938760168,0.662999999999999,200
"B-good","E-Total Evidence",145,0.949,0.935387354681664,0.962612645318336,0.949,0.944761700828713,0.677224999999999,200
"B-good","E-Total Evidence",150,0.941,0.925454154297917,0.956545845702083,0.941,0.946923614193118,0.690999999999999,200
"B-good","E-Total Evidence",155,0.951,0.937458446902164,0.964541553097836,0.951,0.951105761693374,0.703549999999999,200
"B-good","E-Total Evidence",160,0.951,0.938041217564483,0.963958782435517,0.951,0.95389229073475,0.715399999999999,200
"B-good","E-Total Evidence",165,0.955,0.94154712300296,0.96845287699704,0.955,0.956776015745008,0.727124999999999,200
"B-good","E-Total Evidence",170,0.9575,0.944657375070673,0.970342624929327,0.9575,0.958301523481129,0.738249999999999,200
"B-good","E-Total Evidence",175,0.961,0.949227694879965,0.972772305120035,0.961,0.960389750100836,0.748149999999999,200
"B-good","E-Total Evidence",180,0.9665,0.956550690183277,0.976449309816723,0.9665,0.962024178396221,0.757499999999999,200
"B-good","E-Total Evidence",185,0.962,0.950328979840743,0.973671020159257,0.962,0.964631739141326,0.766824999999999,200
"B-good","E-Total Evidence",190,0.963,0.952573890138975,0.973426109861025,0.963,0.965711402265528,0.775674999999999,200
"B-good","E-Total Evidence",195,0.9645,0.953746895131098,0.975253104868902,0.9645,0.967739233379371,0.783874999999999,200
"B-good","E-Total Evidence",200,0.969,0.959039782045129,0.978960217954871,0.969,0.969327727659523,0.791699999999999,200
"B-good","E-Total Evidence",205,0.9665,0.956263783774604,0.976736216225396,0.9665,0.971254686950735,0.799374999999999,200
"B-good","E-Total Evidence",210,0.9735,0.965108452326191,0.981891547673809,0.9735,0.972580937832372,0.806324999999999,200
"B-good","E-Total Evidence",215,0.974,0.964969922286182,0.983030077713818,0.974,0.974047020952548,0.813174999999999,200
"B-good","E-Total Evidence",220,0.9755,0.966231758554209,0.984768241445792,0.9755,0.975434161234116,0.819624999999999,200
"B-good","E-Total Evidence",225,0.9745,0.965283977356428,0.983716022643572,0.9745,0.976645679615411,0.825949999999999,200
"B-good","E-Total Evidence",230,0.98,0.97238990355914,0.98761009644086,0.98,0.978991425503982,0.831574999999999,200
"B-good","E-Total Evidence",235,0.98,0.971780156379485,0.988219843620515,0.98,0.979689443772893,0.836424999999999,200
"B-good","E-Total Evidence",240,0.982,0.973927078079053,0.990072921920947,0.982,0.981081752001157,0.841349999999999,200
"B-good","E-Total Evidence",245,0.982,0.974047540249684,0.989952459750316,0.982,0.981987892208318,0.845999999999999,200
"B-good","E-Total Evidence",250,0.9795,0.971245295965726,0.987754704034275,0.9795,0.983592630706391,0.850549999999999,200
"B-good","E-Total Evidence",255,0.986,0.979626875524683,0.992373124475317,0.986,0.985210497748279,0.853999999999999,200
"B-good","E-Total Evidence",260,0.989,0.98330682044308,0.99469317955692,0.989,0.9859857236202,0.857524999999999,200
"B-good","E-Total Evidence",265,0.988,0.981400681624965,0.994599318375035,0.988,0.987110122814562,0.860725,200
"B-good","E-Total Evidence",270,0.987,0.980437348862712,0.993562651137288,0.987,0.988317308710668,0.863675,200
"B-good","E-Total Evidence",275,0.9895,0.983873758718756,0.995126241281244,0.9895,0.988652486246233,0.8664,200
"B-good","E-Total Evidence",280,0.9885,0.982258870254312,0.994741129745688,0.9885,0.989028664531775,0.86935,200
"B-good","E-Total Evidence",285,0.9895,0.983704739590313,0.995295260409687,0.9895,0.989996982049935,0.8721,200
"B-good","E-Total Evidence",290,0.9875,0.981296098650059,0.993703901349941,0.9875,0.990518207347067,0.874725,200
"B-good","E-Total Evidence",295,0.9895,0.984048015160195,0.994951984839805,0.9895,0.991077271684814,0.87695,200
"B-good","E-Total Evidence",300,0.991,0.985074215104042,0.996925784895958,0.991,0.991138306209384,0.879275,200
"B-good","E-Total Evidence",305,0.988,0.982014250759525,0.993985749240475,0.988,0.991646140873908,0.881725,200
"B-good","E-Total Evidence",310,0.992,0.986921531509298,0.997078468490702,0.992,0.991963315948018,0.8837,200
"B-good","E-Total Evidence",315,0.994,0.989259697866,0.998740302134,0.994,0.992662254020309,0.88555,200
"B-good","E-Total Evidence",320,0.9925,0.987130071634252,0.997869928365748,0.9925,0.99313167526487,0.887175,200
"B-good","E-Total Evidence",325,0.9945,0.990772476673346,0.998227523326655,0.9945,0.993306355824938,0.88885,200
"B-good","E-Total Evidence",330,0.994,0.98946789099201,0.99853210900799,0.994,0.993241060212991,0.890325,200
"B-good","E-Total Evidence",335,0.9945,0.990521949923385,0.998478050076615,0.9945,0.993581833752849,0.892075,200
"B-good","E-Total Evidence",340,0.995,0.990661577527748,0.999338422472252,0.995,0.993903963553164,0.893775,200
"B-good","E-Total Evidence",345,0.9945,0.990286292051724,0.998713707948276,0.9945,0.994272455076322,0.8953,200
"B-good","E-Total Evidence",350,0.993,0.988495662838293,0.997504337161707,0.993,0.994079664628775,0.89685,200
"B-good","E-Total Evidence",355,0.993,0.988085739344627,0.997914260655373,0.993,0.994324576467794,0.898425,200
"B-good","E-Total Evidence",360,0.993,0.988085739344627,0.997914260655373,0.993,0.994395886163311,0.8999,200
"B-good","E-Total Evidence",365,0.994,0.989915993690298,0.998084006309702,0.994,0.994680977228801,0.90125,200
"B-good","E-Total Evidence",370,0.995,0.990890078189742,0.999109921810258,0.995,0.994990425588505,0.9026,200
"B-good","E-Total Evidence",375,0.994,0.989915993690298,0.998084006309702,0.994,0.995064952391665,0.903775,200
"B-good","E-Total Evidence",380,0.995,0.991132054159489,0.998867945840511,0.995,0.995122776578965,0.905025,200
"B-good","E-Total Evidence",385,0.9945,0.990286292051724,0.998713707948276,0.9945,0.995506068643562,0.906325,200
"B-good","E-Total Evidence",390,0.9955,0.991746671427002,0.999253328572998,0.9955,0.995653149964837,0.9074,200
"B-good","E-Total Evidence",395,0.996,0.992642345877546,0.999357654122454,0.996,0.995679923923651,0.90855,200
"B-good","E-Total Evidence",400,0.9955,0.992013307711372,0.998986692288628,0.9955,0.995957189085811,0.909625,200
"B-good","E-Total Evidence",405,0.9975,0.994573161789653,1,0.9975,0.995846188038739,0.910575,200
"B-good","E-Total Evidence",410,0.996,0.992109659946914,0.999890340053086,0.996,0.996301769371605,0.9116,200
"B-good","E-Total Evidence",415,0.9975,0.994923970177145,1,0.9975,0.996634825584553,0.91255,200
"B-good","E-Total Evidence",420,0.997,0.993622282891608,1,0.997,0.996489502451053,0.91335,200
"B-good","E-Total Evidence",425,0.9965,0.992726154274776,1,0.9965,0.996925862764744,0.914175,200
"B-good","E-Total Evidence",430,0.9985,0.996811141445804,1,0.9985,0.99726248724382,0.914775,200
"B-good","E-Total Evidence",435,0.997,0.993622282891608,1,0.997,0.997543515019582,0.915375,200
"B-good","E-Total Evidence",440,0.997,0.993921279388607,1,0.997,0.997710034097634,0.916,200
"B-good","E-Total Evidence",445,0.9985,0.996313062534642,1,0.9985,0.998359745720788,0.916475,200
"B-good","E-Total Evidence",450,0.9985,0.996313062534642,1,0.9985,0.998513959056642,0.9168,200
"B-good","E-Total Evidence",455,0.9995,0.99852,1,0.9995,0.998918419852532,0.917125,200
"B-good","E-Total Evidence",460,0.999,0.997617557328967,1,0.999,0.999200070717917,0.917375,200
"B-good","E-Total Evidence",465,1,1,1,1,0.999184046184177,0.91755,200
"B-good","E-Total Evidence",470,0.9985,0.996811141445804,1,0.9985,0.999131600725696,0.91785,200
"B-good","E-Total Evidence",475,1,1,1,1,0.99951923240132,0.917975,200
"B-good","E-Total Evidence",480,1,1,1,1,0.999723177754403,0.918025,200
"B-good","E-Total Evidence",485,1,1,1,1,0.999607051730574,0.918125,200
"B-good","E-Total Evidence",490,1,1,1,1,0.999536332583408,0.91825,200
"B-good","E-Total Evidence",495,0.9995,0.99852,1,0.9995,0.999657488592778,0.918375,200
"B-good","E-Total Evidence",500,0.9995,0.99852,1,0.9995,0.999632770399791,0.918475,200
